Customer_ID,Count,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,trans_ID
1258-YMZNM,1,Q3,False,0,27,Offer C,True,35.76,True,True,Fiber Optic,4.0,True,True,True,False,True,True,False,True,One Year,True,Bank Withdrawal,110.5,2857.6,0.0,0.0,965.52,3823.12,906
6259-WJQLC,1,Q3,False,0,32,Offer C,True,1.12,True,True,Fiber Optic,5.0,False,False,True,False,False,False,False,True,One Year,True,Credit Card,81.1,2619.25,19.25,0.0,35.84,2635.84,907
7508-SMHXL,1,Q3,False,0,15,None,True,1.67,True,True,Fiber Optic,21.0,False,True,False,False,True,False,False,True,One Year,False,Credit Card,89.0,1288.3,45.69,0.0,25.05,1267.66,908
3956-CJUST,1,Q3,False,0,23,None,True,17.62,False,True,Fiber Optic,25.0,True,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,75.4,1643.55,0.0,80.0,405.26,2128.81,909
4824-GUCBY,1,Q3,False,0,22,None,True,23.43,False,True,Fiber Optic,22.0,True,True,False,False,False,False,False,True,One Year,False,Bank Withdrawal,81.7,1820.9,29.88,0.0,515.46,2306.48,910
6630-UJZMY,1,Q3,True,10,4,None,True,14.34,True,True,Fiber Optic,14.0,False,False,False,False,True,False,False,True,One Year,True,Bank Withdrawal,83.25,308.05,39.93,0.0,57.36,325.48,911
9904-EHEVJ,1,Q3,True,9,32,Offer C,True,5.73,True,True,Fiber Optic,30.0,False,False,True,False,True,False,False,True,One Year,True,Credit Card,91.35,2896.55,26.98,0.0,183.36,3052.93,912
2826-DXLQO,1,Q3,True,10,7,Offer E,False,0.0,False,True,DSL,13.0,True,False,False,False,False,False,False,True,One Year,False,Bank Withdrawal,29.8,220.45,11.83,0.0,0.0,208.62,913
9489-UTFKA,1,Q3,True,9,8,Offer E,True,22.4,False,True,DSL,23.0,True,False,False,False,True,False,False,True,One Year,False,Bank Withdrawal,60.9,551.95,16.58,0.0,179.2,714.57,914
4849-PYRLQ,1,Q3,False,0,56,None,True,37.3,True,True,DSL,8.0,True,False,True,True,False,True,False,True,Two Year,False,Bank Withdrawal,73.25,4054.2,17.16,0.0,2088.8,6125.84,915
2858-EIMXH,1,Q3,True,1,53,None,True,30.09,True,True,Fiber Optic,12.0,False,False,False,False,True,True,False,True,One Year,True,Credit Card,95.85,5016.25,18.85,0.0,1594.77,6592.17,916
6419-ZTTLE,1,Q3,True,2,23,None,True,45.83,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,20.75,485.2,37.64,0.0,1054.09,1501.65,917
8242-SOQUO,1,Q3,False,0,5,Offer E,True,14.22,False,True,Fiber Optic,4.0,False,True,False,False,True,False,False,True,One Year,True,Bank Withdrawal,84.7,392.5,41.2,0.0,71.1,422.4,918
7460-ITWWP,1,Q3,True,5,45,None,True,40.85,False,True,Fiber Optic,24.0,False,False,True,False,False,True,False,True,One Year,True,Bank Withdrawal,86.1,3861.45,12.19,0.0,1838.25,5687.51,919
7868-TMWMZ,1,Q3,True,2,60,None,True,24.62,False,True,Fiber Optic,30.0,True,True,True,True,True,True,False,True,Two Year,True,Bank Withdrawal,110.0,6668.35,0.0,0.0,1477.2,8145.55,920
4829-ZLJTK,1,Q3,True,5,72,Offer A,True,15.23,True,True,Fiber Optic,2.0,True,True,True,False,True,True,False,True,Two Year,True,Bank Withdrawal,112.4,8046.85,0.0,0.0,1096.56,9143.41,921
8883-GRDWQ,1,Q3,False,0,20,None,True,22.31,False,True,DSL,21.0,True,False,False,True,False,False,False,True,One Year,False,Credit Card,54.0,1055.9,0.0,0.0,446.2,1502.1,922
9845-PEEKO,1,Q3,False,0,59,None,True,6.13,True,True,Fiber Optic,2.0,False,True,False,False,False,False,False,True,Two Year,True,Credit Card,79.2,4590.35,0.0,0.0,361.67,4952.02,923
1751-NCDLI,1,Q3,True,6,46,None,True,4.2,True,True,Fiber Optic,22.0,False,False,True,False,True,True,False,True,One Year,True,Bank Withdrawal,98.85,4564.9,0.0,0.0,193.2,4758.1,924
2176-LVPNX,1,Q3,False,0,71,Offer A,True,37.39,True,True,DSL,22.0,True,True,True,True,True,True,False,False,Two Year,False,Credit Card,89.85,6293.45,0.0,140.0,2654.69,9088.14,925
3452-ABWRL,1,Q3,False,0,47,None,True,44.08,True,True,Fiber Optic,20.0,False,False,False,False,True,False,False,True,One Year,True,Credit Card,86.05,3865.6,0.0,0.0,2071.76,5937.36,926
1779-PWPMG,1,Q3,True,1,72,Offer A,True,4.59,True,True,Fiber Optic,27.0,True,True,True,True,True,True,False,True,Two Year,True,Bank Withdrawal,114.65,8333.95,0.0,0.0,330.48,8664.43,927
3082-WQRVY,1,Q3,True,8,14,None,True,45.76,False,False,None,0.0,False,False,False,False,False,False,False,False,One Year,False,Credit Card,19.65,228.65,0.0,0.0,640.64,869.29,928
2460-NGXBJ,1,Q3,True,8,11,None,True,28.64,True,True,Fiber Optic,22.0,False,False,False,False,False,False,False,True,One Year,True,Credit Card,75.2,775.3,0.0,0.0,315.04,1090.34,929
5268-DSMNQ,1,Q3,True,5,62,None,True,11.41,True,True,Fiber Optic,25.0,False,True,True,False,True,False,False,True,One Year,True,Credit Card,97.95,5936.55,0.0,0.0,707.42,6643.97,930
6242-MBHPK,1,Q3,True,1,23,None,True,41.88,False,True,Fiber Optic,12.0,True,False,False,False,True,True,True,True,One Year,True,Bank Withdrawal,95.1,2326.05,0.0,0.0,963.24,3289.29,931
4782-OSFXZ,1,Q3,True,1,71,Offer A,True,37.53,True,True,DSL,24.0,True,True,True,True,False,True,True,True,Two Year,True,Bank Withdrawal,82.7,5831.2,0.0,0.0,2664.63,8495.83,932
1282-IHQAC,1,Q3,False,0,70,Offer A,False,0.0,False,True,Cable,13.0,False,True,True,False,True,False,False,True,One Year,True,Credit Card,44.05,3011.65,0.0,0.0,0.0,3011.65,933
1641-RQDAY,1,Q3,True,1,32,Offer C,True,49.21,True,True,Fiber Optic,19.0,False,True,False,False,True,True,False,True,One Year,True,Bank Withdrawal,100.4,3217.65,0.0,0.0,1574.72,4792.37,934
5461-QKNTN,1,Q3,True,1,43,None,True,4.59,True,True,Fiber Optic,5.0,False,True,False,True,True,False,False,True,One Year,True,Bank Withdrawal,94.3,3953.15,0.0,0.0,197.37,4150.52,935
8089-UZWLX,1,Q3,False,0,71,Offer A,True,47.86,True,True,Fiber Optic,16.0,False,False,True,False,True,True,False,True,Two Year,False,Bank Withdrawal,104.05,7413.55,0.0,0.0,3398.06,10811.61,936
4468-KAZHE,1,Q3,True,1,20,None,True,8.98,False,True,DSL,16.0,False,True,False,False,False,True,False,True,One Year,True,Bank Withdrawal,60.0,1259.35,0.0,0.0,179.6,1438.95,937
1543-LLLFT,1,Q3,True,2,61,None,True,2.19,True,True,Fiber Optic,8.0,False,True,True,True,True,False,False,True,One Year,True,Credit Card,98.3,6066.55,0.0,0.0,133.59,6200.14,938
6507-ZJSUR,1,Q3,True,6,23,None,True,46.82,False,True,Fiber Optic,11.0,False,False,False,False,True,True,False,False,One Year,True,Bank Withdrawal,90.45,2117.25,0.0,30.0,1076.86,3224.11,939
9220-ZNKJI,1,Q3,True,5,55,None,True,33.21,False,True,Fiber Optic,4.0,False,False,True,True,True,False,False,True,Two Year,False,Credit Card,88.8,4805.3,0.0,0.0,1826.55,6631.85,940
0723-VSOBE,1,Q3,False,0,45,Offer B,False,0.0,False,True,Cable,4.0,False,False,False,False,False,True,False,False,One Year,False,Bank Withdrawal,34.2,1596.6,0.0,0.0,0.0,1596.6,941
1004-NOZNR,1,Q3,False,0,56,Offer B,True,10.57,False,True,Fiber Optic,28.0,True,False,False,False,True,True,False,True,One Year,False,Credit Card,94.8,5264.3,0.0,0.0,591.92,5856.22,942
1251-STYSZ,1,Q3,False,0,4,None,True,8.75,True,True,Fiber Optic,4.0,True,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,80.25,303.7,0.0,30.0,35.0,368.7,943
9681-KYGYB,1,Q3,True,5,49,Offer B,True,26.0,True,True,Fiber Optic,16.0,True,True,True,False,False,False,False,True,One Year,True,Bank Withdrawal,88.2,4159.45,0.0,0.0,1274.0,5433.45,944
7005-CYUIL,1,Q3,True,2,71,Offer A,True,12.26,False,True,Fiber Optic,3.0,True,True,True,True,True,False,False,True,Two Year,True,Bank Withdrawal,99.4,7168.25,0.0,0.0,870.46,8038.71,945
2388-LAESQ,1,Q3,True,3,72,Offer A,True,28.72,True,True,Fiber Optic,25.0,True,True,True,True,True,True,False,True,Two Year,True,Bank Withdrawal,114.85,8317.95,0.0,0.0,2067.84,10385.79,946
3108-PCCGG,1,Q3,True,3,72,Offer A,True,16.72,True,True,Cable,9.0,True,True,True,False,True,True,False,True,Two Year,False,Credit Card,84.45,5899.85,0.0,0.0,1203.84,7103.69,947
6729-GDNGC,1,Q3,False,0,20,None,True,21.49,False,True,Fiber Optic,4.0,False,False,False,False,True,False,False,True,One Year,False,Bank Withdrawal,80.7,1614.2,0.0,0.0,429.8,2044.0,948
4238-HFHSN,1,Q3,True,4,61,Offer B,True,26.55,True,True,Fiber Optic,2.0,False,True,False,False,False,False,False,True,One Year,True,Bank Withdrawal,82.15,4904.85,0.0,0.0,1619.55,6524.4,949
2692-BUCFV,1,Q3,False,0,29,Offer C,True,6.59,False,True,Fiber Optic,21.0,False,True,True,False,True,True,False,False,One Year,True,Bank Withdrawal,101.45,2948.6,0.0,60.0,191.11,3199.71,950
5651-WYIPH,1,Q3,False,0,18,None,True,41.13,False,True,Cable,23.0,False,True,False,False,False,False,False,True,One Year,True,Credit Card,49.85,865.75,0.0,0.0,740.34,1606.09,951
8752-GHJFU,1,Q3,True,7,71,None,True,36.6,True,True,Fiber Optic,10.0,True,True,True,True,False,False,False,True,One Year,True,Bank Withdrawal,92.0,6585.2,0.0,0.0,2598.6,9183.8,952
6896-SRVYQ,1,Q3,False,0,44,Offer B,True,47.06,False,True,Fiber Optic,3.0,False,False,True,False,False,False,False,False,One Year,False,Bank Withdrawal,73.85,3122.4,0.0,100.0,2070.64,5293.04,953
9052-VKDUW,1,Q3,True,8,65,Offer B,True,15.3,True,True,Fiber Optic,29.0,True,True,True,False,True,True,False,True,One Year,True,Credit Card,109.4,7227.45,0.0,0.0,994.5,8221.95,954
2480-EJWYP,1,Q3,True,5,58,Offer B,True,45.37,True,True,Fiber Optic,28.0,False,True,False,False,True,True,False,True,One Year,True,Bank Withdrawal,97.8,5458.8,0.0,0.0,2631.46,8090.26,955
6806-YDEUL,1,Q3,False,0,6,Offer E,True,2.03,False,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,19.5,106.8,0.0,0.0,12.18,118.98,956
0222-CNVPT,1,Q3,False,0,52,Offer B,False,0.0,False,True,DSL,19.0,True,False,False,False,True,True,True,True,Two Year,True,Credit Card,48.8,2555.05,0.0,0.0,0.0,2555.05,957
6048-UWKAL,1,Q3,True,2,69,None,True,19.39,True,True,Fiber Optic,13.0,False,True,False,True,True,True,True,True,Two Year,False,Credit Card,105.4,6998.95,0.0,0.0,1337.91,8336.86,958
9290-SHCMB,1,Q3,False,0,13,None,True,26.68,False,True,Fiber Optic,24.0,False,False,True,False,True,True,True,True,Two Year,True,Bank Withdrawal,96.85,1235.55,0.0,0.0,346.84,1582.39,959
2277-BKJKN,1,Q3,True,6,71,None,True,22.0,False,True,Fiber Optic,27.0,False,True,True,False,True,True,True,True,Two Year,True,Bank Withdrawal,99.2,7213.75,0.0,0.0,1562.0,8775.75,960
8016-ZMGMO,1,Q3,False,0,66,None,True,44.01,True,True,Cable,17.0,False,True,True,False,True,False,False,True,One Year,True,Bank Withdrawal,70.85,4738.85,0.0,0.0,2904.66,7643.51,961
1728-CXQBE,1,Q3,True,9,64,Offer B,True,23.33,True,True,Fiber Optic,29.0,False,True,True,False,False,True,False,True,Two Year,True,Bank Withdrawal,94.25,6081.4,0.0,0.0,1493.12,7574.52,962
0481-SUMCB,1,Q3,False,0,45,Offer B,True,34.12,True,True,Fiber Optic,15.0,False,False,True,False,True,True,False,True,One Year,True,Bank Withdrawal,102.15,4735.35,0.0,0.0,1535.4,6270.75,963
2811-POVEX,1,Q3,True,4,23,None,True,2.03,False,True,Fiber Optic,53.0,False,True,True,False,False,True,False,True,Two Year,True,Bank Withdrawal,88.45,2130.55,0.0,0.0,46.69,2177.24,964
7905-NJMXS,1,Q3,True,2,7,None,True,3.19,True,True,Cable,26.0,True,True,False,True,False,False,False,True,Two Year,False,Bank Withdrawal,64.2,475.0,0.0,0.0,22.33,497.33,965
9957-YODKZ,1,Q3,True,4,6,None,True,16.87,True,True,Fiber Optic,17.0,False,False,True,False,False,False,False,False,Two Year,True,Bank Withdrawal,80.8,457.1,0.0,30.0,101.22,588.32,966
3223-DWFIO,1,Q3,False,0,4,None,True,30.11,False,True,Fiber Optic,25.0,False,False,False,False,False,False,False,True,Two Year,False,Bank Withdrawal,69.35,261.65,0.0,0.0,120.44,382.09,967
3292-PBZEJ,1,Q3,False,0,11,None,True,2.63,True,True,Fiber Optic,13.0,False,True,True,True,True,True,False,False,Two Year,True,Bank Withdrawal,111.4,1183.05,0.0,40.0,28.93,1251.98,968
0993-OSGPT,1,Q3,True,2,68,None,True,40.55,False,True,DSL,20.0,False,True,True,True,False,False,False,True,One Year,True,Bank Withdrawal,60.65,3975.9,0.0,0.0,2757.4,6733.3,969
7108-DGVUU,1,Q3,True,4,21,None,True,30.3,True,True,DSL,18.0,False,True,True,False,False,True,False,False,One Year,False,Bank Withdrawal,71.7,1497.05,0.0,100.0,636.3,2233.35,970
9906-NHHVC,1,Q3,False,0,65,Offer B,False,0.0,False,True,Cable,9.0,False,True,True,False,True,True,False,True,Two Year,True,Bank Withdrawal,53.5,3517.9,0.0,0.0,0.0,3517.9,971
8152-UOBNY,1,Q3,False,0,50,Offer B,True,10.6,True,True,Fiber Optic,14.0,False,True,False,True,True,True,False,True,One Year,True,Bank Withdrawal,106.8,5347.95,0.0,0.0,530.0,5877.95,972
7351-KYHQH,1,Q3,False,0,7,None,True,7.82,False,True,Cable,7.0,False,True,True,False,True,False,False,True,Two Year,True,Bank Withdrawal,64.95,493.65,0.0,0.0,54.74,548.39,973
6374-NTQLP,1,Q3,True,4,72,None,True,16.82,False,True,Fiber Optic,25.0,True,False,True,True,True,True,False,False,Two Year,True,Credit Card,104.1,7447.7,0.0,40.0,1211.04,8698.74,974
6267-DCFFZ,1,Q3,True,8,30,Offer C,True,47.75,True,True,Fiber Optic,27.0,False,True,False,False,True,False,False,True,Two Year,True,Bank Withdrawal,90.05,2627.2,0.0,0.0,1432.5,4059.7,975
2439-LYPMQ,1,Q3,True,7,38,Offer C,True,4.75,True,True,Fiber Optic,24.0,False,True,True,False,True,True,False,True,Two Year,True,Bank Withdrawal,102.6,4009.2,45.81,0.0,180.5,4143.89,976
7426-WEIJX,1,Q3,True,10,60,None,True,18.23,True,True,Fiber Optic,11.0,True,False,False,False,False,False,False,True,Two Year,True,Bank Withdrawal,80.95,4859.1,49.53,0.0,1093.8,5903.37,977
3761-FLYZI,1,Q3,True,4,65,None,True,48.53,True,True,Fiber Optic,9.0,False,True,True,False,True,True,False,True,Two Year,True,Bank Withdrawal,108.8,7082.45,21.52,0.0,3154.45,10215.38,978
1060-ENTOF,1,Q3,True,3,67,None,True,2.67,True,True,Fiber Optic,25.0,True,True,True,True,False,True,False,True,One Year,True,Credit Card,105.4,7035.6,0.0,0.0,178.89,7214.49,979
0999-QXNSA,1,Q3,False,0,7,None,True,41.14,False,True,DSL,17.0,False,False,False,False,False,False,False,True,Two Year,True,Credit Card,45.75,344.2,29.0,0.0,287.98,603.18,980
9365-SRSZE,1,Q3,False,0,27,Offer C,True,30.49,False,True,Fiber Optic,16.0,False,False,False,False,False,False,False,True,Two Year,True,Bank Withdrawal,70.55,1943.9,29.99,0.0,823.23,2737.14,981
4918-FYJNT,1,Q3,True,4,55,None,True,22.74,True,True,Fiber Optic,21.0,False,True,True,True,False,False,False,True,Two Year,False,Bank Withdrawal,90.45,5044.8,12.48,0.0,1250.7,6283.02,982
4854-CIDCF,1,Q3,False,0,3,None,True,46.65,False,True,Fiber Optic,25.0,False,False,True,False,False,False,False,True,Two Year,False,Bank Withdrawal,73.85,196.4,0.0,0.0,139.95,336.35,983
3280-MRDOF,1,Q3,False,0,30,None,True,19.92,True,True,DSL,30.0,False,False,True,True,True,False,False,True,Two Year,True,Credit Card,69.1,2093.9,21.08,0.0,597.6,2670.42,984
6407-UTSLV,1,Q3,False,0,2,None,True,32.98,False,True,Fiber Optic,14.0,False,True,False,False,True,False,False,True,Two Year,True,Bank Withdrawal,83.8,163.7,0.0,0.0,65.96,229.66,985
5935-FCCNB,1,Q3,False,0,17,None,True,32.19,True,True,Fiber Optic,11.0,False,False,False,False,True,True,True,True,Two Year,True,Bank Withdrawal,94.2,1608.15,36.4,0.0,547.23,2118.98,986
9705-IOVQQ,1,Q3,True,10,61,None,True,4.51,True,True,Fiber Optic,22.0,False,True,False,False,True,True,True,True,One Year,False,Bank Withdrawal,99.0,5969.3,21.17,0.0,275.11,6223.24,987
1320-REHCS,1,Q3,False,0,52,None,True,23.04,True,True,Fiber Optic,25.0,False,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,110.75,5832.0,6.26,0.0,1198.08,7023.82,988
2057-BOYKM,1,Q3,True,10,72,None,True,28.09,True,True,Fiber Optic,20.0,True,True,True,True,False,False,False,True,Two Year,True,Bank Withdrawal,96.6,6827.5,0.0,0.0,2022.48,8849.98,989
0134-XWXCE,1,Q3,False,0,44,None,True,7.72,False,True,DSL,17.0,False,False,True,True,True,True,True,True,One Year,False,Bank Withdrawal,74.85,3268.05,17.91,0.0,339.68,3589.82,990
2307-FYNNL,1,Q3,False,0,65,None,True,4.4,True,True,Fiber Optic,10.0,True,False,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,109.05,7108.2,34.67,0.0,286.0,7359.53,991
5605-XNWEN,1,Q3,False,0,72,None,True,28.99,True,False,None,0.0,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,25.0,1802.55,28.93,0.0,2087.28,3860.9,992
2519-LBNQL,1,Q3,True,2,60,None,True,22.95,True,True,Fiber Optic,15.0,False,True,True,False,True,True,True,True,One Year,True,Bank Withdrawal,104.35,6339.45,41.23,0.0,1377.0,7675.22,993
8623-ULFNQ,1,Q3,False,0,26,None,True,12.09,True,True,DSL,15.0,False,False,False,True,False,True,True,True,Two Year,True,Bank Withdrawal,66.05,1652.4,47.73,0.0,314.34,1919.01,994
7789-HKSBS,1,Q3,True,2,42,None,True,35.38,True,True,Fiber Optic,7.0,True,False,True,False,True,True,True,True,One Year,True,Bank Withdrawal,105.2,4599.15,40.46,0.0,1485.96,6044.65,995
2070-XYMFH,1,Q3,False,0,23,None,True,8.72,True,True,Fiber Optic,18.0,False,False,True,False,False,False,False,True,Two Year,True,Credit Card,79.35,1835.3,15.41,0.0,200.56,2020.45,996
5663-QBGIS,1,Q3,False,0,72,None,True,44.61,True,True,Fiber Optic,30.0,False,True,False,False,True,True,True,True,Two Year,False,Bank Withdrawal,98.35,6929.4,0.0,0.0,3211.92,10141.32,997
3402-XRIUO,1,Q3,True,5,22,Offer D,True,17.22,True,True,DSL,25.0,True,True,False,True,False,False,False,True,Two Year,True,Credit Card,63.55,1381.8,0.0,0.0,378.84,1760.64,998
8058-DMYRU,1,Q3,False,0,54,None,True,18.58,True,True,Fiber Optic,14.0,False,True,False,False,False,True,False,True,Two Year,True,Bank Withdrawal,90.05,4931.8,0.0,0.0,1003.32,5935.12,999
3537-RYBHH,1,Q3,True,1,47,None,True,46.77,True,True,DSL,24.0,True,True,True,False,False,False,False,True,Two Year,True,Credit Card,67.45,3252.0,0.0,0.0,2198.19,5450.19,1000
0523-VNGTF,1,Q3,False,0,52,None,False,0.0,False,True,DSL,23.0,False,True,True,True,True,False,False,True,Two Year,True,Bank Withdrawal,50.5,2566.3,0.0,0.0,0.0,2566.3,1001
7105-MXJLL,1,Q3,True,2,26,None,True,17.12,False,True,Cable,17.0,False,False,True,False,False,True,False,True,One Year,False,Credit Card,60.7,1597.4,0.0,0.0,445.12,2042.52,1002
7064-FRRSW,1,Q3,False,0,48,None,True,5.87,True,True,Fiber Optic,2.0,False,True,False,False,True,True,False,True,One Year,True,Bank Withdrawal,99.0,4744.35,0.0,0.0,281.76,5026.11,1003
1636-NTNCO,1,Q3,False,0,4,None,False,0.0,False,True,DSL,10.0,False,True,False,False,True,True,False,True,Two Year,True,Credit Card,50.95,207.35,0.0,0.0,0.0,207.35,1004
3219-JQRSL,1,Q3,True,1,72,None,True,24.44,True,True,DSL,13.0,True,True,True,True,True,True,False,True,Two Year,False,Credit Card,89.1,6352.4,0.0,0.0,1759.68,8112.08,1005
1845-CSBRZ,1,Q3,True,7,22,Offer D,True,40.19,True,True,Fiber Optic,27.0,False,False,False,False,True,False,False,True,Two Year,False,Bank Withdrawal,85.35,1961.6,0.0,0.0,884.18,2845.78,1006
3723-BFBGR,1,Q3,False,0,24,None,True,8.66,True,True,Cable,27.0,False,True,False,False,False,False,False,False,Two Year,False,Credit Card,54.8,1291.3,0.0,110.0,207.84,1609.14,1007
5692-ICXLW,1,Q3,False,0,31,None,True,46.71,True,True,Fiber Optic,24.0,False,True,False,False,True,False,False,False,Two Year,True,Bank Withdrawal,90.7,2845.15,0.0,100.0,1448.01,4393.16,1008
7020-OZKXZ,1,Q3,False,0,9,None,True,24.96,False,True,Fiber Optic,9.0,False,False,True,False,False,False,False,True,Two Year,False,Credit Card,75.5,637.4,0.0,0.0,224.64,862.04,1009
0308-GIQJT,1,Q3,False,0,71,None,True,6.1,True,True,Fiber Optic,9.0,False,True,False,True,True,True,False,True,One Year,False,Bank Withdrawal,105.75,7382.85,0.0,0.0,433.1,7815.95,1010
8775-ERLNB,1,Q3,True,7,1,None,True,17.84,True,True,Fiber Optic,20.0,False,False,False,False,False,False,False,True,Two Year,False,Bank Withdrawal,74.3,74.3,0.0,0.0,17.84,92.14,1011
8309-IEYJD,1,Q3,False,0,1,Offer E,True,32.61,False,True,Fiber Optic,27.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,70.6,70.6,0.0,30.0,32.61,133.21,1012
7361-YPXFS,1,Q3,False,0,28,None,True,12.72,True,True,Cable,23.0,False,True,True,True,False,False,False,True,Two Year,False,Bank Withdrawal,64.45,1867.6,0.0,0.0,356.16,2223.76,1013
6557-BZXLQ,1,Q3,False,0,16,Offer D,True,22.9,False,True,Fiber Optic,24.0,False,False,False,False,False,False,False,True,Two Year,False,Bank Withdrawal,69.65,1043.3,0.0,0.0,366.4,1409.7,1014
4832-VRBMR,1,Q3,True,1,65,None,True,16.65,True,True,Fiber Optic,5.0,False,True,True,False,True,True,True,True,One Year,True,Bank Withdrawal,103.15,6792.45,0.0,0.0,1082.25,7874.7,1015
7901-TBKJX,1,Q3,False,0,56,None,True,5.19,True,True,Fiber Optic,16.0,False,False,True,False,True,True,False,False,Two Year,True,Bank Withdrawal,101.05,5594.0,0.0,10.0,290.64,5894.64,1016
9919-FZDED,1,Q3,True,1,72,None,True,17.3,True,True,DSL,23.0,True,True,True,False,True,True,False,True,Two Year,True,Credit Card,84.1,5981.65,0.0,0.0,1245.6,7227.25,1017
7206-PQBBZ,1,Q3,True,7,11,Offer D,True,24.42,False,True,Fiber Optic,29.0,False,False,False,False,False,False,False,True,Two Year,True,Bank Withdrawal,70.2,834.7,0.0,0.0,268.62,1103.32,1018
4079-VTGLK,1,Q3,True,7,30,None,True,40.5,True,True,DSL,8.0,False,False,True,False,True,True,False,True,Two Year,False,Bank Withdrawal,74.85,2181.75,0.0,0.0,1215.0,3396.75,1019
2931-VUVJN,1,Q3,False,0,59,None,True,19.14,True,True,Fiber Optic,13.0,True,True,True,True,False,False,False,False,One Year,True,Bank Withdrawal,94.05,5483.9,0.0,30.0,1129.26,6643.16,1020
2878-RMWXY,1,Q3,True,5,72,None,True,28.5,True,True,Fiber Optic,5.0,True,True,True,False,False,True,False,True,Two Year,True,Credit Card,102.65,7550.3,0.0,0.0,2052.0,9602.3,1021
7375-WMVMT,1,Q3,True,2,71,None,True,1.23,False,True,Fiber Optic,9.0,False,True,True,True,False,True,False,True,Two Year,True,Credit Card,95.5,6707.15,0.0,0.0,87.33,6794.48,1022
7622-FWGEW,1,Q3,True,8,56,None,True,31.68,False,True,DSL,30.0,True,True,True,True,True,True,False,True,Two Year,True,Bank Withdrawal,85.65,4824.45,0.0,0.0,1774.08,6598.53,1023
0380-NEAVX,1,Q3,False,0,34,None,True,35.0,False,True,Fiber Optic,12.0,False,True,True,False,True,True,False,True,One Year,True,Bank Withdrawal,99.85,3343.15,0.0,0.0,1190.0,4533.15,1024
8495-LJDFO,1,Q3,False,0,64,None,True,22.86,True,True,Fiber Optic,24.0,True,False,True,True,True,True,False,True,Two Year,True,Bank Withdrawal,108.95,7111.3,0.0,0.0,1463.04,8574.34,1025
1302-UHBDD,1,Q3,False,0,20,Offer D,True,48.46,False,True,Fiber Optic,23.0,False,False,False,False,True,True,False,True,Two Year,False,Bank Withdrawal,89.95,1648.45,0.0,0.0,969.2,2617.65,1026
3597-YASZG,1,Q3,True,3,70,Offer A,True,39.34,True,True,Fiber Optic,13.0,False,True,False,True,True,True,False,True,Two Year,True,Bank Withdrawal,104.45,7349.35,0.0,0.0,2753.8,10103.15,1027
3420-ZDBMA,1,Q3,False,0,5,Offer E,True,17.13,False,True,Fiber Optic,9.0,False,False,False,False,False,False,False,True,Two Year,True,Credit Card,71.45,371.6,0.0,0.0,85.65,457.25,1028
3398-GCPMU,1,Q3,True,4,72,Offer A,True,5.77,True,True,DSL,24.0,True,True,True,True,True,True,False,True,Two Year,True,Credit Card,89.55,6448.85,0.0,0.0,415.44,6864.29,1029
1013-QCWAM,1,Q3,False,0,66,Offer A,True,28.06,True,True,Fiber Optic,20.0,False,True,False,False,True,True,False,True,Two Year,True,Bank Withdrawal,100.8,6690.75,0.0,0.0,1851.96,8542.71,1030
0336-PIKEI,1,Q3,True,7,72,Offer A,True,5.27,False,True,DSL,9.0,True,True,True,True,True,False,False,False,Two Year,False,Bank Withdrawal,74.4,5360.75,0.0,140.0,379.44,5880.19,1031
7322-OCWHC,1,Q3,True,10,72,Offer A,True,1.34,True,True,Fiber Optic,30.0,True,True,True,True,False,False,False,True,Two Year,True,Bank Withdrawal,93.05,6735.05,0.0,0.0,96.48,6831.53,1032
5732-IKGQH,1,Q3,True,5,52,None,True,39.0,False,True,Fiber Optic,11.0,True,False,True,True,True,True,False,True,One Year,True,Bank Withdrawal,104.45,5481.25,0.0,0.0,2028.0,7509.25,1033
0093-EXYQL,1,Q3,False,0,40,None,True,44.14,False,True,Fiber Optic,23.0,False,False,False,False,True,True,False,True,Two Year,True,Bank Withdrawal,91.55,3673.6,0.0,0.0,1765.6,5439.2,1034
9168-INPSZ,1,Q3,True,10,44,None,True,20.83,True,True,Fiber Optic,9.0,False,False,True,True,True,True,False,True,Two Year,False,Bank Withdrawal,104.15,4495.65,0.0,0.0,916.52,5412.17,1035
0015-UOCOJ,1,Q3,False,0,7,Offer E,True,10.53,False,True,DSL,21.0,True,False,False,False,False,False,False,True,Two Year,True,Bank Withdrawal,48.2,340.35,0.0,0.0,73.71,414.06,1036
