Customer_ID,Count,Quarter,Satisfaction_Score,Customer_Status,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Category,Churn_Reason,inter_ID
2436-QBZFP,1,Q3,4,Stayed,No,0.0,25,3288.0,,,5703
2439-LYPMQ,1,Q3,4,Stayed,No,0.0,40,5469.0,,,636
2439-QKJUL,1,Q3,3,Stayed,No,0.0,44,5064.0,,,4307
2446-BEGGB,1,Q3,3,Churned,Yes,1.0,83,3330.0,Attitude,Attitude of support person,419
2446-PLQVO,1,Q3,2,Churned,Yes,1.0,78,4512.0,Other,Don't know,2489
2446-ZKVAF,1,Q3,5,Stayed,No,0.0,59,5558.0,,,3269
2450-ZKEED,1,Q3,5,Stayed,No,0.0,27,5899.0,,,4089
2451-YMUXS,1,Q3,3,Stayed,No,0.0,67,4494.0,,,1133
2452-KDRRH,1,Q3,4,Stayed,No,0.0,28,5269.0,,,749
2452-MRMZF,1,Q3,3,Stayed,No,0.0,21,5079.0,,,1113
2452-SNHFZ,1,Q3,4,Stayed,No,0.0,66,4995.0,,,4560
2453-SAFNS,1,Q3,5,Stayed,No,0.0,47,4277.0,,,1104
2454-RPBRZ,1,Q3,3,Churned,Yes,1.0,90,2709.0,Dissatisfaction,Service dissatisfaction,182
2455-USLMV,1,Q3,3,Stayed,No,0.0,35,3727.0,,,6027
2458-EOMRE,1,Q3,4,Stayed,No,0.0,24,4171.0,,,6148
2460-FPSYH,1,Q3,1,Churned,Yes,1.0,90,4272.0,Attitude,Attitude of support person,373
2460-NGXBJ,1,Q3,5,Stayed,No,0.0,28,5193.0,,,589
2462-XIIJB,1,Q3,2,Churned,Yes,1.0,73,2810.0,Competitor,Competitor offered more data,2052
2465-BLLEU,1,Q3,5,Joined,No,0.0,33,4441.0,,,5212
2466-FCCPT,1,Q3,5,Stayed,No,0.0,30,4910.0,,,5190
2466-NEJOJ,1,Q3,4,Stayed,No,0.0,38,4535.0,,,4264
2468-SJFLM,1,Q3,5,Joined,No,0.0,64,3063.0,,,4552
2469-DTSGX,1,Q3,5,Stayed,No,0.0,75,5388.0,,,546
2472-OVKUP,1,Q3,2,Churned,Yes,1.0,94,2283.0,Dissatisfaction,Service dissatisfaction,1181
2474-BRUCM,1,Q3,1,Churned,Yes,1.0,84,2837.0,Other,Don't know,435
2474-LCNUE,1,Q3,5,Stayed,No,0.0,61,2590.0,,,3684
2475-MROZF,1,Q3,3,Stayed,No,0.0,64,3597.0,,,2862
2476-YGEFM,1,Q3,3,Stayed,No,0.0,46,5324.0,,,5170
2478-EEWWM,1,Q3,4,Stayed,No,0.0,28,5905.0,,,6670
2479-BRAMR,1,Q3,1,Churned,Yes,1.0,71,4995.0,Competitor,Competitor offered more data,293
2480-EJWYP,1,Q3,3,Stayed,No,0.0,23,6019.0,,,615
2480-JZOSN,1,Q3,4,Joined,No,0.0,59,4517.0,,,2981
2480-SQIOB,1,Q3,5,Stayed,No,0.0,63,2114.0,,,5867
2481-SBOYW,1,Q3,4,Stayed,No,0.0,54,4673.0,,,6035
2482-CZGBB,1,Q3,1,Churned,Yes,1.0,67,3156.0,Competitor,Competitor had better devices,1591
2483-XSSMZ,1,Q3,3,Stayed,No,0.0,23,5531.0,,,3168
2484-DGXPZ,1,Q3,3,Churned,Yes,1.0,67,2687.0,Attitude,Attitude of support person,1525
2485-ITVKB,1,Q3,2,Churned,Yes,1.0,78,2643.0,Attitude,Attitude of support person,1509
2486-WYVVE,1,Q3,5,Stayed,No,0.0,34,5238.0,,,6643
2495-INZWQ,1,Q3,2,Churned,Yes,1.0,66,5605.0,Attitude,Attitude of service provider,1686
2495-KZNFB,1,Q3,4,Stayed,No,0.0,44,4460.0,,,5919
2495-TTHBQ,1,Q3,3,Stayed,No,0.0,24,5602.0,,,5984
2498-XLDZR,1,Q3,4,Stayed,No,0.0,42,4343.0,,,5953
2499-AJYUA,1,Q3,5,Stayed,No,0.0,80,5933.0,,,558
2501-XWWTZ,1,Q3,5,Stayed,No,0.0,34,2535.0,,,2891
2504-DSHIH,1,Q3,3,Stayed,No,0.0,38,5788.0,,,492
2506-CLAKW,1,Q3,1,Churned,Yes,1.0,80,3578.0,Attitude,Attitude of support person,1596
2506-TNFCO,1,Q3,2,Churned,Yes,1.0,67,5948.0,Dissatisfaction,Network reliability,361
2507-QZPQS,1,Q3,5,Stayed,No,0.0,23,4999.0,,,5801
2509-TFPJU,1,Q3,5,Stayed,No,0.0,24,4413.0,,,6842
2511-ALLCS,1,Q3,4,Stayed,No,0.0,32,5998.0,,,6945
2511-MORQY,1,Q3,4,Stayed,No,0.0,41,4322.0,,,3662
2514-GINMM,1,Q3,2,Churned,Yes,1.0,92,4490.0,Attitude,Attitude of service provider,1586
2516-VQRRV,1,Q3,3,Churned,Yes,1.0,65,3350.0,Price,Long distance charges,219
2516-XSJKX,1,Q3,3,Stayed,No,0.0,27,5468.0,,,6410
2519-ERQOJ,1,Q3,4,Stayed,No,0.0,30,5322.0,,,518
2519-FAKOD,1,Q3,1,Churned,Yes,1.0,76,5274.0,Competitor,Competitor had better devices,1625
2519-LBNQL,1,Q3,4,Stayed,No,0.0,73,4040.0,,,653
2519-TWKFS,1,Q3,4,Stayed,No,0.0,40,2499.0,,,5511
2520-SGTTA,1,Q3,4,Stayed,No,0.0,27,3763.0,,,5360
2521-NPUZR,1,Q3,3,Stayed,No,0.0,48,5025.0,,,3011
2522-AHJXR,1,Q3,4,Stayed,No,0.0,77,4350.0,,,4950
2522-WLNSF,1,Q3,4,Stayed,No,0.0,34,2225.0,,,1011
2523-EWWZL,1,Q3,3,Stayed,No,0.0,43,3291.0,,,7016
2525-GVKQU,1,Q3,3,Stayed,No,0.0,35,4192.0,,,5140
2528-HFYZX,1,Q3,1,Churned,Yes,1.0,92,3266.0,Competitor,Competitor had better devices,140
2530-ENDWQ,1,Q3,3,Churned,Yes,1.0,91,4296.0,Competitor,Competitor offered more data,2380
2530-FMFXO,1,Q3,3,Stayed,No,0.0,55,4478.0,,,3936
2533-QVMSK,1,Q3,3,Churned,Yes,1.0,71,6295.0,Competitor,Competitor offered more data,1895
2533-TIBIX,1,Q3,4,Stayed,No,0.0,78,5825.0,,,5694
2535-PBCGC,1,Q3,3,Stayed,No,0.0,30,4858.0,,,5951
2538-OIMXF,1,Q3,5,Joined,No,0.0,55,3065.0,,,3841
2541-YGPKE,1,Q3,4,Stayed,No,0.0,55,3764.0,,,5094
2542-HYGIQ,1,Q3,5,Joined,No,0.0,48,2732.0,,,5265
2545-EBUPK,1,Q3,3,Joined,No,0.0,72,5039.0,,,786
2545-LXYVJ,1,Q3,3,Stayed,No,0.0,55,6317.0,,,3179
2546-KZAAT,1,Q3,5,Stayed,No,0.0,59,5211.0,,,3826
2550-AEVRU,1,Q3,3,Stayed,No,0.0,21,5660.0,,,4812
2550-QHZGP,1,Q3,5,Stayed,No,0.0,71,4271.0,,,3839
2558-BUOZZ,1,Q3,4,Stayed,No,0.0,66,5022.0,,,4787
2560-PPCHE,1,Q3,5,Stayed,No,0.0,73,5742.0,,,2882
2560-QTSBS,1,Q3,5,Stayed,No,0.0,30,4152.0,,,4846
2560-WBWXF,1,Q3,4,Stayed,No,0.0,70,5987.0,,,3915
2565-JSLRY,1,Q3,2,Churned,Yes,1.0,67,3162.0,Price,Price too high,1934
2568-BRGYX,1,Q3,1,Churned,Yes,1.0,92,5094.0,Competitor,Competitor had better devices,1417
2568-OIADY,1,Q3,1,Churned,Yes,1.0,92,4233.0,Competitor,Competitor made better offer,2099
2569-WGERO,1,Q3,5,Stayed,No,0.0,45,5306.0,,,7039
2573-GYRUU,1,Q3,4,Stayed,No,0.0,60,3594.0,,,709
2575-GFSOE,1,Q3,2,Churned,Yes,1.0,65,5672.0,Attitude,Attitude of service provider,2368
2576-HXMPA,1,Q3,4,Joined,No,0.0,38,5537.0,,,4442
2577-GVSIL,1,Q3,4,Stayed,No,0.0,66,4719.0,,,4014
2578-JQPHZ,1,Q3,3,Stayed,No,0.0,68,4025.0,,,6543
2580-ASVVY,1,Q3,4,Stayed,No,0.0,33,4051.0,,,5967
2580-ATZSQ,1,Q3,3,Stayed,No,0.0,36,6354.0,,,6427
2581-VKIRT,1,Q3,3,Stayed,No,0.0,35,5631.0,,,3589
2582-FFFZR,1,Q3,4,Stayed,No,0.0,62,2854.0,,,5312
2585-KTFRE,1,Q3,3,Joined,No,0.0,53,2706.0,,,4112
2586-CWXVV,1,Q3,4,Stayed,No,0.0,78,4778.0,,,3679
2587-EKXTS,1,Q3,4,Stayed,No,0.0,26,2827.0,,,4899
2587-YNLES,1,Q3,4,Stayed,No,0.0,42,5874.0,,,3638
2589-AYCRP,1,Q3,4,Stayed,No,0.0,71,4934.0,,,6007
2592-HODOV,1,Q3,4,Stayed,No,0.0,66,2823.0,,,5041
2592-SEIFQ,1,Q3,2,Churned,Yes,1.0,69,3503.0,Competitor,Competitor offered higher download speeds,2000
2592-YKDIF,1,Q3,3,Joined,No,0.0,72,5774.0,,,3428
2595-KIWPV,1,Q3,3,Stayed,No,0.0,79,4052.0,,,6967
2599-CIPQE,1,Q3,3,Stayed,No,0.0,61,5737.0,,,5766
2599-CZABP,1,Q3,3,Stayed,No,0.0,51,4612.0,,,6679
2603-HVKCG,1,Q3,4,Stayed,No,0.0,72,2025.0,,,4571
2604-IJPDU,1,Q3,3,Stayed,No,0.0,36,4382.0,,,2667
2604-XVDAM,1,Q3,4,Stayed,No,0.0,26,5706.0,,,3170
2606-PKWJB,1,Q3,4,Stayed,No,0.0,30,4288.0,,,4421
2606-RMDHZ,1,Q3,1,Churned,Yes,1.0,93,4667.0,Competitor,Competitor had better devices,2146
2607-DHDAK,1,Q3,4,Stayed,No,0.0,29,5027.0,,,5116
2607-FBDFF,1,Q3,3,Joined,No,0.0,45,5289.0,,,5458
2608-BHKFN,1,Q3,1,Churned,Yes,1.0,89,3600.0,Competitor,Competitor had better devices,1673
2609-IAICY,1,Q3,3,Churned,Yes,1.0,79,2756.0,Dissatisfaction,Limited range of services,1630
2612-PHGOX,1,Q3,4,Stayed,No,0.0,26,4222.0,,,3343
2612-RANWT,1,Q3,2,Churned,Yes,1.0,96,3682.0,Price,Price too high,1855
2612-RRIDN,1,Q3,2,Churned,Yes,1.0,88,3591.0,Dissatisfaction,Limited range of services,2112
2615-YVMYX,1,Q3,3,Stayed,No,0.0,64,5775.0,,,973
2616-FLVQC,1,Q3,3,Stayed,No,0.0,27,6036.0,,,3359
2616-UUTFK,1,Q3,3,Stayed,No,0.0,75,4959.0,,,4048
2619-WFQWU,1,Q3,3,Churned,Yes,1.0,96,3208.0,Competitor,Competitor offered higher download speeds,2228
2621-UDNLU,1,Q3,3,Joined,No,0.0,56,5867.0,,,6293
2623-DRYAM,1,Q3,3,Stayed,No,0.0,47,5596.0,,,4863
2625-TRCZQ,1,Q3,3,Stayed,No,0.0,30,5528.0,,,3397
2626-URJFX,1,Q3,3,Churned,Yes,1.0,69,5691.0,Dissatisfaction,Network reliability,2111
2626-VEEWG,1,Q3,5,Stayed,No,0.0,70,4890.0,,,3932
2632-IVXVF,1,Q3,4,Stayed,No,0.0,77,4967.0,,,5089
2632-TACXW,1,Q3,4,Stayed,No,0.0,21,4671.0,,,3198
2632-UCGVD,1,Q3,2,Churned,Yes,1.0,72,4512.0,Price,Extra data charges,279
2634-HCZGT,1,Q3,1,Churned,Yes,1.0,77,5271.0,Other,Moved,176
2636-ALXXZ,1,Q3,2,Churned,Yes,1.0,74,2151.0,Dissatisfaction,Poor expertise of online support,213
2636-OHFMN,1,Q3,2,Churned,Yes,1.0,90,3955.0,Price,Long distance charges,1632
2636-SJDOU,1,Q3,3,Stayed,No,0.0,53,5044.0,,,2630
2637-FKFSY,1,Q3,4,Joined,No,0.0,39,4047.0,,,4033
2639-UGMAZ,1,Q3,3,Stayed,No,0.0,68,5372.0,,,489
2640-LYMOV,1,Q3,4,Joined,No,0.0,65,3007.0,,,2907
2640-PMGFL,1,Q3,1,Churned,Yes,1.0,91,2518.0,Price,Lack of affordable download/upload speed,1732
2642-DTVCO,1,Q3,3,Churned,Yes,1.0,74,5095.0,Attitude,Attitude of service provider,387
2642-MAWLJ,1,Q3,5,Stayed,No,0.0,57,5272.0,,,5233
2645-QTLMB,1,Q3,3,Churned,Yes,1.0,91,5267.0,Dissatisfaction,Network reliability,1882
2649-HWLYB,1,Q3,4,Stayed,No,0.0,46,6177.0,,,5210
2650-GYRYL,1,Q3,5,Stayed,No,0.0,66,3470.0,,,5183
2651-ZCBXV,1,Q3,3,Stayed,No,0.0,73,6370.0,,,2695
2654-VBVPB,1,Q3,5,Joined,No,0.0,49,2010.0,,,2889
2656-FMOKZ,1,Q3,2,Churned,Yes,1.0,91,5717.0,Dissatisfaction,Limited range of services,9
2656-TABEH,1,Q3,2,Churned,Yes,1.0,82,2650.0,Dissatisfaction,Service dissatisfaction,1898
2657-ALMWY,1,Q3,3,Churned,Yes,1.0,75,4316.0,Price,Price too high,371
2657-VPXTA,1,Q3,4,Stayed,No,0.0,54,4531.0,,,6047
2659-VXMWZ,1,Q3,3,Churned,Yes,1.0,85,4146.0,Attitude,Attitude of support person,1587
2660-EMUBI,1,Q3,1,Churned,Yes,1.0,75,5353.0,Competitor,Competitor made better offer,98
2661-GKBTK,1,Q3,4,Stayed,No,0.0,52,5053.0,,,6538
2662-NNTDK,1,Q3,4,Stayed,No,0.0,76,5826.0,,,4649
2664-XJZNO,1,Q3,4,Stayed,No,0.0,35,5169.0,,,5646
2665-NPTGL,1,Q3,4,Stayed,No,0.0,38,3114.0,,,892
2667-WYLWJ,1,Q3,3,Churned,Yes,1.0,89,2247.0,Price,Long distance charges,1443
2668-TZSPS,1,Q3,5,Joined,No,0.0,51,2664.0,,,4397
2669-OIDSD,1,Q3,5,Stayed,No,0.0,34,3468.0,,,4771
2669-QVCRG,1,Q3,4,Stayed,No,0.0,62,2299.0,,,6669
2672-DZUOY,1,Q3,1,Churned,Yes,1.0,91,5386.0,Competitor,Competitor had better devices,1608
2672-HUYVI,1,Q3,2,Churned,Yes,1.0,68,2266.0,Price,Long distance charges,1706
2672-OJQZP,1,Q3,5,Joined,No,0.0,30,4118.0,,,5406
2672-TGEFF,1,Q3,4,Stayed,No,0.0,31,3746.0,,,3074
2673-CXQEU,1,Q3,4,Stayed,No,0.0,21,4463.0,,,485
2673-ZALNP,1,Q3,3,Stayed,No,0.0,46,2750.0,,,5687
2674-MIAHT,1,Q3,3,Stayed,No,0.0,70,3132.0,,,4441
2674-MLXMN,1,Q3,4,Stayed,No,0.0,77,4241.0,,,882
2675-DHUTR,1,Q3,3,Stayed,No,0.0,21,4993.0,,,850
2675-IJRGJ,1,Q3,3,Stayed,No,0.0,68,5878.0,,,6364
2675-OTVVJ,1,Q3,4,Stayed,No,0.0,68,5597.0,,,885
2676-ISHSF,1,Q3,5,Joined,No,0.0,46,5203.0,,,6699
2676-OXPPQ,1,Q3,3,Stayed,No,0.0,45,2482.0,,,6069
2676-SSLTO,1,Q3,3,Stayed,No,0.0,33,6138.0,,,5812
2680-XKKNJ,1,Q3,4,Stayed,No,0.0,52,3325.0,,,6630
2682-KEVRP,1,Q3,3,Stayed,No,0.0,21,4327.0,,,551
2683-BPJSO,1,Q3,1,Churned,Yes,1.0,91,2651.0,Dissatisfaction,Lack of self-service on Website,1980
2683-JXWQQ,1,Q3,3,Stayed,No,0.0,64,6495.0,,,4037
2684-EIWEO,1,Q3,1,Churned,Yes,1.0,90,2482.0,Competitor,Competitor made better offer,46
2685-SREOM,1,Q3,1,Churned,Yes,1.0,96,4793.0,Competitor,Competitor had better devices,2497
2688-BHGOG,1,Q3,5,Stayed,No,0.0,76,5811.0,,,854
2690-DVRVK,1,Q3,3,Stayed,No,0.0,54,3629.0,,,5959
2691-NZETQ,1,Q3,2,Churned,Yes,1.0,89,2752.0,Competitor,Competitor offered higher download speeds,1692
2692-AQCPF,1,Q3,3,Stayed,No,0.0,69,6047.0,,,3141
2692-BUCFV,1,Q3,4,Stayed,No,0.0,76,5285.0,,,610
2692-PFYTJ,1,Q3,4,Joined,No,0.0,67,2569.0,,,5290
2694-CIUMO,1,Q3,3,Stayed,No,0.0,62,3445.0,,,5744
2696-ECXKC,1,Q3,4,Stayed,No,0.0,55,6153.0,,,6592
2696-NARTR,1,Q3,2,Churned,Yes,1.0,66,3634.0,Other,Moved,2223
2696-RZVZW,1,Q3,5,Stayed,No,0.0,24,4187.0,,,4713
2697-NQBPF,1,Q3,3,Stayed,No,0.0,74,5503.0,,,5478
2700-LUEVA,1,Q3,3,Joined,No,0.0,76,2791.0,,,5323
2703-AMTUL,1,Q3,4,Stayed,No,0.0,37,4113.0,,,4624
2706-QZIHY,1,Q3,4,Stayed,No,0.0,25,4411.0,,,4676
2709-UQGNP,1,Q3,4,Stayed,No,0.0,45,4292.0,,,6308
2710-WYVXG,1,Q3,4,Joined,No,0.0,41,3501.0,,,6904
2712-SYWAY,1,Q3,3,Joined,No,0.0,54,5249.0,,,4056
2716-GFZOR,1,Q3,3,Stayed,No,0.0,42,2358.0,,,5196
2717-HVIZY,1,Q3,4,Stayed,No,0.0,32,2675.0,,,6559
2718-GAXQD,1,Q3,1,Churned,Yes,1.0,92,4797.0,Competitor,Competitor made better offer,323
2718-YSKCS,1,Q3,5,Stayed,No,0.0,56,6444.0,,,5354
2719-BDAQO,1,Q3,1,Churned,Yes,1.0,93,4940.0,Price,Price too high,1321
2720-FVBQP,1,Q3,3,Stayed,No,0.0,30,3061.0,,,3548
2720-WGKHP,1,Q3,1,Churned,Yes,1.0,93,5569.0,Other,Don't know,431
2722-JMONI,1,Q3,1,Churned,Yes,1.0,76,4989.0,Dissatisfaction,Limited range of services,236
2722-VOJQL,1,Q3,1,Churned,Yes,1.0,91,4870.0,Other,Don't know,2206
2724-FJDYW,1,Q3,4,Stayed,No,0.0,72,3884.0,,,6384
2725-IWWBA,1,Q3,4,Stayed,No,0.0,44,4258.0,,,5927
2725-KXXWT,1,Q3,3,Churned,Yes,1.0,86,5460.0,Attitude,Attitude of support person,1667
2725-TTRIQ,1,Q3,3,Stayed,No,0.0,69,5598.0,,,6060
2729-VNVAP,1,Q3,4,Stayed,No,0.0,42,2635.0,,,6350
2731-GJRDG,1,Q3,3,Stayed,No,0.0,72,5076.0,,,2927
2732-ISEZX,1,Q3,3,Stayed,No,0.0,53,5263.0,,,3096
2737-WFVYW,1,Q3,1,Churned,Yes,1.0,74,4566.0,Dissatisfaction,Product dissatisfaction,2466
2737-YNGYW,1,Q3,3,Churned,Yes,1.0,69,2856.0,Attitude,Attitude of support person,1582
2739-CACDQ,1,Q3,4,Stayed,No,0.0,26,3754.0,,,507
2739-CCZMB,1,Q3,4,Stayed,No,0.0,60,3161.0,,,4549
2740-JFBOK,1,Q3,5,Stayed,No,0.0,71,5299.0,,,6859
2740-TVLFN,1,Q3,3,Joined,No,0.0,80,3043.0,,,4377
2746-DIJLO,1,Q3,5,Stayed,No,0.0,46,2994.0,,,4757
2748-MYRVK,1,Q3,3,Churned,Yes,1.0,71,4776.0,Price,Long distance charges,1960
2749-CTKAJ,1,Q3,5,Stayed,No,0.0,72,2173.0,,,2641
2750-BJLSB,1,Q3,4,Stayed,No,0.0,20,4543.0,,,6987
2753-JMMCV,1,Q3,3,Stayed,No,0.0,39,4774.0,,,3004
2754-SDJRD,1,Q3,4,Stayed,No,0.0,42,5157.0,,,698
2754-VDLTR,1,Q3,2,Churned,Yes,1.0,69,4922.0,Competitor,Competitor offered more data,2431
2754-XBHTB,1,Q3,2,Churned,Yes,1.0,96,3847.0,Competitor,Competitor made better offer,2383
2758-RNWXS,1,Q3,4,Stayed,No,0.0,39,4446.0,,,6981
2761-OCIAX,1,Q3,2,Churned,Yes,1.0,81,2803.0,Competitor,Competitor made better offer,101
2761-XECQW,1,Q3,3,Stayed,No,0.0,68,2560.0,,,754
2770-NSVDG,1,Q3,3,Stayed,No,0.0,33,4636.0,,,4319
2773-MADBQ,1,Q3,3,Stayed,No,0.0,40,2751.0,,,3690
2773-OVBPK,1,Q3,3,Stayed,No,0.0,59,4469.0,,,5050
2774-LVQUS,1,Q3,3,Churned,Yes,1.0,70,2596.0,Competitor,Competitor made better offer,144
2775-SEFEE,1,Q3,4,Stayed,No,0.0,65,5188.0,,,6867
2777-PHDEI,1,Q3,1,Churned,Yes,1.0,91,3458.0,Competitor,Competitor offered more data,1951
2778-OCLGR,1,Q3,1,Churned,Yes,1.0,89,4591.0,Competitor,Competitor had better devices,309
2782-JEEBU,1,Q3,4,Stayed,No,0.0,64,3378.0,,,3546
2782-LFZVW,1,Q3,4,Stayed,No,0.0,21,3880.0,,,2879
2786-GCDPI,1,Q3,5,Stayed,No,0.0,39,5570.0,,,985
2788-CJQAQ,1,Q3,5,Stayed,No,0.0,37,3799.0,,,3328
2789-CZANW,1,Q3,3,Stayed,No,0.0,45,5574.0,,,5300
2789-HQBOU,1,Q3,5,Joined,No,0.0,51,4203.0,,,4042
2790-XUYMV,1,Q3,4,Stayed,No,0.0,48,4777.0,,,4328
2791-SFVEW,1,Q3,4,Stayed,No,0.0,27,3772.0,,,6771
2792-LSHWX,1,Q3,3,Joined,No,0.0,26,5960.0,,,4225
2792-VPPET,1,Q3,5,Joined,No,0.0,35,5296.0,,,3771
2794-XIMMO,1,Q3,2,Churned,Yes,1.0,91,5650.0,Price,Lack of affordable download/upload speed,2161
2796-NNUFI,1,Q3,5,Stayed,No,0.0,80,5480.0,,,2593
2796-UUZZO,1,Q3,4,Stayed,No,0.0,66,5157.0,,,3523
2798-NYLMZ,1,Q3,3,Stayed,No,0.0,58,4111.0,,,3059
2799-ARNLO,1,Q3,4,Stayed,No,0.0,41,5437.0,,,504
2799-TSLAG,1,Q3,4,Stayed,No,0.0,51,4533.0,,,6071
2800-QQUSO,1,Q3,5,Stayed,No,0.0,33,3286.0,,,4980
2800-VEQXM,1,Q3,3,Joined,No,0.0,21,3319.0,,,2962
2801-NISEI,1,Q3,3,Stayed,No,0.0,55,3407.0,,,3764
2804-ETQDK,1,Q3,4,Stayed,No,0.0,74,4101.0,,,2932
2805-AUFQN,1,Q3,3,Stayed,No,0.0,20,3875.0,,,6245
2805-EDJPQ,1,Q3,4,Stayed,No,0.0,68,5926.0,,,2777
2806-MLNTI,1,Q3,4,Stayed,No,0.0,47,4621.0,,,522
2808-CHTDM,1,Q3,5,Stayed,No,0.0,67,2267.0,,,3605
2809-ILCYT,1,Q3,5,Stayed,No,0.0,78,3428.0,,,4025
2809-ZMYOQ,1,Q3,5,Stayed,No,0.0,72,4341.0,,,6660
2810-FTLEM,1,Q3,2,Churned,Yes,1.0,69,4254.0,Competitor,Competitor offered higher download speeds,2461
2811-POVEX,1,Q3,5,Stayed,No,0.0,70,3937.0,,,624
2812-ENYMO,1,Q3,4,Stayed,No,0.0,54,4296.0,,,6558
2812-REYAT,1,Q3,5,Stayed,No,0.0,72,5579.0,,,3569
2812-SFXMJ,1,Q3,3,Joined,No,0.0,27,4221.0,,,3543
2815-CPTUL,1,Q3,2,Churned,Yes,1.0,89,3684.0,Price,Price too high,191
2817-LVCPP,1,Q3,5,Stayed,No,0.0,41,6233.0,,,4535
2817-NTQDO,1,Q3,3,Churned,Yes,1.0,74,4856.0,Dissatisfaction,Poor expertise of online support,1248
2819-GWENI,1,Q3,4,Stayed,No,0.0,41,2987.0,,,5288
2821-WARNZ,1,Q3,5,Stayed,No,0.0,34,4170.0,,,5797
2823-LKABH,1,Q3,4,Stayed,No,0.0,60,4524.0,,,7032
2824-DXNKN,1,Q3,3,Stayed,No,0.0,30,5656.0,,,5378
2824-MYYBN,1,Q3,4,Stayed,No,0.0,29,2969.0,,,6169
2826-DXLQO,1,Q3,3,Stayed,No,0.0,69,2587.0,,,573
2826-UWHIS,1,Q3,5,Stayed,No,0.0,55,5602.0,,,2970
2828-SLQPF,1,Q3,3,Stayed,No,0.0,62,4519.0,,,4785
2829-HYVZP,1,Q3,4,Stayed,No,0.0,69,5696.0,,,3210
2830-LEWOA,1,Q3,5,Stayed,No,0.0,28,4079.0,,,5439
2831-EBWRN,1,Q3,3,Stayed,No,0.0,39,3200.0,,,4775
2832-KJCRD,1,Q3,5,Stayed,No,0.0,47,2511.0,,,6803
2832-SCUCO,1,Q3,4,Joined,No,0.0,40,2822.0,,,5558
2833-SLKDQ,1,Q3,1,Churned,Yes,1.0,91,4094.0,Competitor,Competitor had better devices,1392
2834-JKOOW,1,Q3,3,Stayed,No,0.0,51,3572.0,,,6714
2834-JRTUA,1,Q3,1,Churned,Yes,1.0,81,5200.0,Competitor,Competitor had better devices,1330
2834-SPCJV,1,Q3,1,Churned,Yes,1.0,75,6216.0,Competitor,Competitor had better devices,1770
2839-RFSQE,1,Q3,2,Churned,Yes,1.0,83,3845.0,Attitude,Attitude of support person,1875
2840-XANRC,1,Q3,2,Churned,Yes,1.0,73,2212.0,Competitor,Competitor made better offer,21
2842-BCQGE,1,Q3,5,Stayed,No,0.0,33,4898.0,,,4906
2842-JTCCU,1,Q3,3,Churned,Yes,1.0,72,4662.0,Attitude,Attitude of service provider,2369
2843-CQMEG,1,Q3,3,Stayed,No,0.0,38,2911.0,,,7002
2845-AFFTX,1,Q3,1,Churned,Yes,1.0,76,4726.0,Dissatisfaction,Product dissatisfaction,190
2845-HSJCY,1,Q3,2,Churned,Yes,1.0,78,4786.0,Competitor,Competitor made better offer,1412
2845-KDHVX,1,Q3,5,Stayed,No,0.0,31,5425.0,,,6612
2848-YXSMW,1,Q3,5,Stayed,No,0.0,23,5234.0,,,2608
2851-MMUTZ,1,Q3,3,Stayed,No,0.0,69,3056.0,,,3590
2851-STERV,1,Q3,4,Stayed,No,0.0,59,2715.0,,,974
2853-CWQFQ,1,Q3,3,Joined,No,0.0,47,5824.0,,,5509
2856-HYAPG,1,Q3,2,Churned,Yes,1.0,91,3052.0,Price,Price too high,2441
2856-NNASM,1,Q3,1,Churned,Yes,1.0,73,3802.0,Dissatisfaction,Network reliability,417
2858-EIMXH,1,Q3,3,Stayed,No,0.0,65,5325.0,,,576
2858-MOFSQ,1,Q3,2,Churned,Yes,1.0,76,5472.0,Price,Price too high,1748
2860-RANUS,1,Q3,1,Churned,Yes,1.0,75,3336.0,Price,Price too high,264
2862-JVEOY,1,Q3,5,Stayed,No,0.0,41,5322.0,,,6274
2862-PFNIK,1,Q3,4,Joined,No,0.0,29,3518.0,,,6343
2863-IMQDR,1,Q3,3,Stayed,No,0.0,48,6149.0,,,2781
2865-TCHJW,1,Q3,1,Churned,Yes,1.0,74,5808.0,Competitor,Competitor had better devices,34
2866-IKBTM,1,Q3,4,Joined,No,0.0,80,3968.0,,,2880
2867-UIMSS,1,Q3,1,Churned,Yes,1.0,85,2734.0,Dissatisfaction,Product dissatisfaction,2362
2868-LLSKM,1,Q3,4,Stayed,No,0.0,43,5958.0,,,6497
2868-MZAGQ,1,Q3,1,Churned,Yes,1.0,83,5533.0,Dissatisfaction,Service dissatisfaction,2355
2868-SNELZ,1,Q3,1,Churned,Yes,1.0,92,2683.0,Competitor,Competitor made better offer,1205
2869-ADAWR,1,Q3,2,Churned,Yes,1.0,90,4880.0,Dissatisfaction,Poor expertise of online support,2395
2873-ZLIWT,1,Q3,2,Churned,Yes,1.0,91,5764.0,Competitor,Competitor made better offer,1942
2874-YXVVA,1,Q3,5,Stayed,No,0.0,68,3941.0,,,4651
2876-GZYZC,1,Q3,5,Stayed,No,0.0,58,5886.0,,,2623
2876-VBBBL,1,Q3,2,Churned,Yes,1.0,85,2783.0,Attitude,Attitude of support person,1957
2877-VDUER,1,Q3,3,Stayed,No,0.0,78,5691.0,,,6133
2878-DHMIN,1,Q3,3,Stayed,No,0.0,30,2334.0,,,5611
